EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,ABSOLUTE_ROWNUMBER
462900,ALLEGHENY CO.,OPTION,07/22/2013,1715,Flood, , ,0,0,25000,0,PA,EST-5, ,76714,C,3,PBZ,0,0,911 Call Center,Heavy Rain, , ,1,N,1,NW,MUNHALL,40.44,-79.98,40.4151,-79.9352,402
463083,ALLEGHENY CO.,SEWICKLEY HGTS,07/23/2013,1645,Thunderstorm Wind,50.00, ,0,0,10000,0,PA,EST-5,EG,76726,C,3,PBZ,0,0,911 Call Center, , , ,1,NE,1,NE,SEWICKLEY HGTS,40.5572,-80.1394,40.5572,-80.1394,403
463084,ALLEGHENY CO.,WILKINSBURG,07/23/2013,1726,Thunderstorm Wind,50.00, ,0,0,10000,0,PA,EST-5,EG,76726,C,3,PBZ,0,0,911 Call Center, , , ,0,N,0,N,WILKINSBURG,40.43,-79.85,40.43,-79.85,404
475802,ALLEGHENY CO.,BAIRDFORD,08/08/2013,1820,Flood, , ,0,0,0,0,PA,EST-5, ,79253,C,3,PBZ,0,0,911 Call Center,Heavy Rain, , ,1,NNE,2,N,INDIANOLA,40.6427,-79.8644,40.5928,-79.8493,405
473313,ALLEGHENY CO.,GAYLY,09/09/2013,1550,Hail,0.75, ,0,0,0,0,PA,EST-5, ,78768,C,3,PBZ,0,0,NWS Employee, , , ,1,WSW,1,WSW,GAYLY,40.44,-80.15,40.44,-80.15,406
473312,ALLEGHENY CO.,WILKINS TOWNSHIP,09/09/2013,1732,Flood, , ,0,0,10000,0,PA,EST-5, ,78768,C,3,PBZ,0,0,Trained Spotter,Heavy Rain, , ,1,NNW,1,NNW,WILKINS TOWNSHIP,40.4579,-79.823,40.4576,-79.8243,407
473321,ALLEGHENY CO.,ACMETONIA,09/11/2013,1440,Thunderstorm Wind,50.00, ,0,0,15000,0,PA,EST-5,EG,78769,C,3,PBZ,0,0,911 Call Center, , , ,1,SE,1,SE,ACMETONIA,40.54,-79.81,40.54,-79.81,408
473320,ALLEGHENY CO.,EDGEWOOD,09/11/2013,1450,Flood, , ,0,0,5000,0,PA,EST-5, ,78769,C,3,PBZ,0,0,911 Call Center,Heavy Rain, , ,1,NNW,1,NNW,EDGEWOOD,40.4484,-79.8947,40.4479,-79.8951,409
473315,ALLEGHENY CO.,SANDY CREEK,09/11/2013,1455,Flash Flood, , ,0,0,20000,0,PA,EST-5, ,78769,C,3,PBZ,0,0,911 Call Center,Heavy Rain, , ,1,SW,1,SW,SANDY CREEK,40.474,-79.8567,40.4711,-79.8607,410
473316,ALLEGHENY CO.,ASPINWALL,09/11/2013,1456,Flash Flood, , ,0,0,25000,0,PA,EST-5, ,78769,C,3,PBZ,0,0,911 Call Center,Heavy Rain, , ,1,NE,1,NE,ASPINWALL,40.49,-79.87,40.4905,-79.8707,411
473317,ALLEGHENY CO.,ACMETONIA,09/11/2013,1459,Flash Flood, , ,0,0,25000,0,PA,EST-5, ,78769,C,3,PBZ,0,0,911 Call Center,Heavy Rain, , ,1,E,1,E,ACMETONIA,40.55,-79.81,40.5512,-79.8088,412
473318,ALLEGHENY CO.,LOGANS FERRY,09/11/2013,1510,Flash Flood, , ,0,0,10000,0,PA,EST-5, ,78769,C,3,PBZ,0,0,911 Call Center,Heavy Rain, , ,1,NNW,1,N,LOGANS FERRY,40.5387,-79.7745,40.5417,-79.7705,413
473328,ALLEGHENY CO.,BEN AVON,09/12/2013,1038,Thunderstorm Wind,50.00, ,0,0,25000,0,PA,EST-5,EG,78772,C,3,PBZ,0,0,Emergency Manager, , , ,1,S,1,S,BEN AVON,40.49,-80.05,40.49,-80.05,414
473330,ALLEGHENY CO.,INGOMAR,09/12/2013,1050,Thunderstorm Wind,50.00, ,0,0,50000,0,PA,EST-5,EG,78772,C,3,PBZ,0,0,Trained Spotter, , , ,2,E,2,E,INGOMAR,40.58,-80.03,40.58,-80.03,415
473332,ALLEGHENY CO.,INDIANOLA,09/12/2013,1059,Thunderstorm Wind,50.00, ,0,0,15000,0,PA,EST-5,EG,78772,C,3,PBZ,0,0,Public, , , ,0,N,0,N,INDIANOLA,40.57,-79.85,40.57,-79.85,416
473334,ALLEGHENY CO.,UNITY CENTER,09/12/2013,1105,Thunderstorm Wind,25.00, ,0,0,2000,0,PA,EST-5,EG,78772,C,3,PBZ,0,0,Emergency Manager, , , ,1,S,1,S,UNITY CENTER,40.47,-79.75,40.47,-79.75,417
473335,ALLEGHENY CO.,PLUM,09/12/2013,1106,Thunderstorm Wind,50.00, ,0,0,2000,0,PA,EST-5,EG,78772,C,3,PBZ,0,0,Emergency Manager, , , ,0,N,0,N,PLUM,40.47,-79.73,40.47,-79.73,418
477785,ALLEGHENY CO.,MT LEBANON,11/01/2013,228,Thunderstorm Wind,50.00, ,0,0,25000,0,PA,EST-5,EG,79674,C,3,PBZ,0,0,Newspaper, , , ,1,W,1,W,MT LEBANON,40.38,-80.04,40.38,-80.04,419
477786,ALLEGHENY CO.,DORMONT,11/01/2013,229,Thunderstorm Wind,50.00, ,0,0,50000,0,PA,EST-5,EG,79674,C,3,PBZ,0,0,911 Call Center, , , ,1,S,1,S,DORMONT,40.39,-80.03,40.39,-80.03,420
477787,ALLEGHENY CO.,BETHEL PARK,11/01/2013,230,Thunderstorm Wind,50.00, ,0,0,20000,0,PA,EST-5,EG,79674,C,3,PBZ,0,0,Newspaper, , , ,0,N,0,N,BETHEL PARK,40.32,-80.03,40.32,-80.03,421
477788,ALLEGHENY CO.,LONGVIEW,11/01/2013,230,Thunderstorm Wind,50.00, ,0,0,25000,0,PA,EST-5,EG,79674,C,3,PBZ,0,0,Newspaper, , , ,1,N,1,N,LONGVIEW,40.36,-80.02,40.36,-80.02,422
477795,ALLEGHENY CO.,(AGC)ALLEGHENY CO AR,11/01/2013,238,Thunderstorm Wind,53.00, ,0,0,0,0,PA,EST-5,MG,79674,C,3,PBZ,0,0,ASOS, , , ,0,NW,0,NW,(AGC)ALLEGHENY CO AR,40.35,-79.93,40.35,-79.93,423
477791,ALLEGHENY CO.,NORTH BESSEMER,11/01/2013,240,Thunderstorm Wind,50.00, ,0,0,2000,0,PA,EST-5,EG,79674,C,3,PBZ,0,0,911 Call Center, , , ,1,E,1,E,NORTH BESSEMER,40.48,-79.77,40.48,-79.77,424
477802,ALLEGHENY CO.,RENTON,11/01/2013,244,Thunderstorm Wind,50.00, ,0,0,25000,0,PA,EST-5,EG,79674,C,3,PBZ,0,0,Newspaper, , , ,1,E,1,E,RENTON,40.5,-79.72,40.5,-79.72,425
477792,ALLEGHENY CO.,RENTON,11/01/2013,245,Thunderstorm Wind,50.00, ,0,0,35000,0,PA,EST-5,EG,79674,C,3,PBZ,0,0,911 Call Center, , , ,1,E,1,E,RENTON,40.5,-79.72,40.5,-79.72,426
477798,ALLEGHENY CO.,MONROEVILLE ARPT,11/01/2013,246,Thunderstorm Wind,58.00, ,0,0,0,0,PA,EST-5,MG,79674,C,3,PBZ,0,0,Mesonet, , , ,2,SE,2,SE,MONROEVILLE ARPT,40.43,-79.75,40.43,-79.75,427
477813,ALLEGHENY (ZONE), ,11/12/2013,0,Winter Weather, , ,0,0,0,0,PA,EST-5, ,79678,Z,21,PBZ,0,0,Official NWS Observations, , , , , , , , , , , , ,428
478163,ALLEGHENY CO.,CARNOT,11/17/2013,2153,Thunderstorm Wind,50.00, ,0,0,75000,0,PA,EST-5,EG,79751,C,3,PBZ,0,0,Broadcast Media, , , ,1,SSW,1,SSW,CARNOT,40.5113,-80.2224,40.5113,-80.2224,429
478168,ALLEGHENY CO.,OAKDALE,11/17/2013,2155,Thunderstorm Wind,50.00, ,0,0,25000,0,PA,EST-5,EG,79751,C,3,PBZ,0,0,911 Call Center, , , ,0,WSW,0,WSW,OAKDALE,40.3979,-80.1858,40.3979,-80.1858,430
478169,ALLEGHENY CO.,HARDY,11/17/2013,2156,Thunderstorm Wind,50.00, ,0,0,20000,0,PA,EST-5,EG,79751,C,3,PBZ,0,0,911 Call Center, , , ,2,WSW,2,WSW,HARDY,40.61,-80,40.61,-80,431
478170,ALLEGHENY CO.,HIGHCLIFF,11/17/2013,2200,Thunderstorm Wind,50.00, ,0,0,25000,0,PA,EST-5,EG,79751,C,3,PBZ,0,0,911 Call Center, , , ,1,NE,1,NE,HIGHCLIFF,40.53,-80.02,40.53,-80.02,432
478171,ALLEGHENY CO.,PRESTO,11/17/2013,2207,Thunderstorm Wind,50.00, ,0,0,25000,0,PA,EST-5,EG,79751,C,3,PBZ,0,0,911 Call Center, , , ,0,NNW,0,NNW,PRESTO,40.3827,-80.1219,40.3827,-80.1219,433
479644,ALLEGHENY (ZONE), ,11/26/2013,1000,Winter Weather, , ,0,0,0,0,PA,EST-5, ,80096,Z,21,PBZ,0,0,Trained Spotter, , , , , , , , , , , , ,434
489126,ALLEGHENY CO.,PITTSBURGH,12/22/2013,318,Thunderstorm Wind,50.00, ,0,0,1000,0,PA,EST-5,EG,81492,C,3,PBZ,0,0,Emergency Manager, , , ,0,N,0,N,PITTSBURGH,40.43,-79.98,40.43,-79.98,435
496005,ALLEGHENY (ZONE), ,01/02/2014,500,Winter Weather, , ,0,0,0,0,PA,EST-5, ,82437,Z,21,PBZ,0,0,Trained Spotter, , , , , , , , , , , , ,436
496009,ALLEGHENY (ZONE), ,01/02/2014,1900,Cold/Wind Chill, , ,0,0,0,0,PA,EST-5, ,82437,Z,21,PBZ,0,0,ASOS, , , , , , , , , , , , ,437
496159,ALLEGHENY (ZONE), ,01/05/2014,1300,Extreme Cold/Wind Chill, , ,0,0,0,0,PA,EST-5, ,82454,Z,21,PBZ,0,0,ASOS, , , , , , , , , , , , ,438
495992,ALLEGHENY (ZONE), ,01/21/2014,2100,Cold/Wind Chill, , ,0,0,0,0,PA,EST-5, ,82432,Z,21,PBZ,0,0,AWOS, , , , , , , , , , , , ,439
496181,ALLEGHENY (ZONE), ,01/25/2014,300,Winter Weather, , ,0,0,0,0,PA,EST-5, ,82466,Z,21,PBZ,0,0,Official NWS Observations, , , , , , , , , , , , ,440
496200,ALLEGHENY (ZONE), ,01/27/2014,500,Extreme Cold/Wind Chill, , ,0,0,0,0,PA,EST-5, ,82468,Z,21,PBZ,0,0,ASOS, , , , , , , , , , , , ,441
498848,ALLEGHENY (ZONE), ,02/04/2014,2200,Winter Storm, , ,0,0,0,0,PA,EST-5, ,82764,Z,21,PBZ,0,0,Trained Spotter, , , , , , , , , , , , ,442
500907,ALLEGHENY (ZONE), ,03/02/2014,400,Winter Weather, , ,0,0,0,0,PA,EST-5, ,83053,Z,21,PBZ,0,0,Official NWS Observations, , , , , , , , , , , , ,443
524092,ALLEGHENY CO.,CARNOT,05/27/2014,1340,Thunderstorm Wind,50.00, ,0,0,250,0,PA,EST-5,EG,86780,C,3,PBZ,0,0,NWS Employee, , , ,1,SE,1,SE,CARNOT,40.5076,-80.2045,40.5076,-80.2045,444
524094,ALLEGHENY CO.,BAUERSTOWN,05/27/2014,1928,Thunderstorm Wind,50.00, ,0,0,250,0,PA,EST-5,EG,86780,C,3,PBZ,0,0,State Official, , , ,0,WNW,0,WNW,BAUERSTOWN,40.5008,-80.004,40.5008,-80.004,445
524096,ALLEGHENY CO.,WHITAKER,05/27/2014,1930,Thunderstorm Wind,50.00, ,0,0,250,0,PA,EST-5,EG,86780,C,3,PBZ,0,0,Law Enforcement, , , ,1,SW,1,SW,WHITAKER,40.3948,-79.8888,40.3948,-79.8888,446
524123,ALLEGHENY CO.,BAUERSTOWN,05/27/2014,1930,Thunderstorm Wind,50.00, ,0,0,1000,0,PA,EST-5,EG,86780,C,3,PBZ,0,0,911 Call Center, , , ,1,SSE,1,SSE,BAUERSTOWN,40.4925,-79.9961,40.4925,-79.9961,447
524097,ALLEGHENY CO.,OPTION,05/27/2014,1930,Thunderstorm Wind,50.00, ,0,0,500,0,PA,EST-5,EG,86780,C,3,PBZ,0,0,Public, , , ,1,NNE,1,NNE,OPTION,40.4501,-79.974,40.4501,-79.974,448
524098,ALLEGHENY CO.,OPTION,05/27/2014,1935,Thunderstorm Wind,50.00, ,0,0,1000,0,PA,EST-5,EG,86780,C,3,PBZ,0,0,Law Enforcement, , , ,1,N,1,N,OPTION,40.44,-79.98,40.44,-79.98,449
524099,ALLEGHENY CO.,PITTOCK,05/27/2014,1946,Thunderstorm Wind,50.00, ,0,0,1000,0,PA,EST-5,EG,86780,C,3,PBZ,0,0,Law Enforcement, , , ,1,NNE,1,NNE,PITTOCK,40.4923,-80.1116,40.4923,-80.1116,450
524127,ALLEGHENY CO.,BOYCE,05/27/2014,2320,Flood, , ,0,0,0,0,PA,EST-5, ,86780,C,3,PBZ,0,0,State Official,Heavy Rain, , ,1,W,1,W,BOYCE,40.3216,-80.119,40.3188,-80.1201,451
524128,ALLEGHENY CO.,LIBRARY,05/27/2014,2325,Flood, , ,0,0,0,0,PA,EST-5, ,86780,C,3,PBZ,0,0,State Official,Heavy Rain, , ,1,SE,1,SSE,LIBRARY,40.29,-80.02,40.2872,-80.0191,452
516745,ALLEGHENY CO.,CARNOT,06/03/2014,1623,Hail,0.75, ,0,0,0,0,PA,EST-5, ,85547,C,3,PBZ,0,0,Official NWS Observations, , , ,1,N,1,N,CARNOT,40.53,-80.22,40.53,-80.22,453
516746,ALLEGHENY CO.,CARNOT,06/03/2014,1625,Hail,0.88, ,0,0,0,0,PA,EST-5, ,85547,C,3,PBZ,0,0,Official NWS Observations, , , ,1,N,1,N,CARNOT,40.53,-80.22,40.53,-80.22,454
516751,ALLEGHENY CO.,ALLISON PARK,06/03/2014,1640,Thunderstorm Wind,50.00, ,0,0,2000,0,PA,EST-5,EG,85547,C,3,PBZ,0,0,Emergency Manager, , , ,2,WNW,2,WNW,ALLISON PARK,40.58,-80,40.58,-80,455
516808,ALLEGHENY CO.,MC KEES ROCKS,06/11/2014,1707,Thunderstorm Wind,50.00, ,0,0,5000,0,PA,EST-5,EG,85560,C,3,PBZ,0,0,Law Enforcement, , , ,2,SE,2,SE,MC KEES ROCKS,40.4501,-80.0619,40.4501,-80.0619,456
516810,ALLEGHENY CO.,INGRAM,06/11/2014,1710,Thunderstorm Wind,50.00, ,0,0,5000,0,PA,EST-5,EG,85560,C,3,PBZ,0,0,Law Enforcement, , , ,2,NE,2,NE,INGRAM,40.4441,-80.0562,40.4441,-80.0562,457
516815,ALLEGHENY CO.,OPTION,06/11/2014,1712,Thunderstorm Wind,50.00, ,0,0,5000,0,PA,EST-5,EG,85560,C,3,PBZ,0,0,Law Enforcement, , , ,1,N,1,N,OPTION,40.44,-79.98,40.44,-79.98,458
516816,ALLEGHENY CO.,AVALON,06/11/2014,1712,Thunderstorm Wind,50.00, ,0,0,0,0,PA,EST-5,EG,85560,C,3,PBZ,0,0,Law Enforcement, , , ,1,SW,1,SW,AVALON,40.49,-80.03,40.49,-80.03,459
516822,ALLEGHENY CO.,BELLEVUE,06/11/2014,1715,Thunderstorm Wind,50.00, ,0,0,500,0,PA,EST-5,EG,85560,C,3,PBZ,0,0,Public, , , ,1,N,1,N,BELLEVUE,40.48,-80.02,40.48,-80.02,460
516826,ALLEGHENY CO.,HILLDALE,06/11/2014,1730,Thunderstorm Wind,50.00, ,0,0,0,0,PA,EST-5,EG,85560,C,3,PBZ,0,0,Law Enforcement, , , ,1,SW,1,SW,HILLDALE,40.24,-79.89,40.24,-79.89,461
516827,ALLEGHENY CO.,MC KEESPORT,06/11/2014,1730,Thunderstorm Wind,50.00, ,0,0,15000,0,PA,EST-5,EG,85560,C,3,PBZ,0,0,Emergency Manager, , , ,1,NNW,1,NNW,MC KEESPORT,40.3406,-79.8369,40.3406,-79.8369,462
516853,ALLEGHENY CO.,ELFINWILD,06/12/2014,1800,Flood, , ,0,0,2000,0,PA,EST-5, ,85563,C,3,PBZ,0,0,Law Enforcement,Heavy Rain, , ,1,W,1,SW,ELFINWILD,40.5524,-79.9959,40.539,-79.9873,463
516849,ALLEGHENY CO.,SHALECREST,06/12/2014,1812,Flood, , ,0,0,2000,0,PA,EST-5, ,85563,C,3,PBZ,0,0,Law Enforcement,Heavy Rain, , ,1,NE,1,NNE,SHALECREST,40.5307,-79.9601,40.5307,-79.9613,464
516851,ALLEGHENY CO.,PORT VUE,06/12/2014,1901,Flood, , ,0,0,2000,0,PA,EST-5, ,85563,C,3,PBZ,0,0,Law Enforcement,Heavy Rain, , ,1,WSW,1,WSW,PORT VUE,40.3451,-79.8839,40.3445,-79.8845,465
516852,ALLEGHENY CO.,NEW TEXAS,06/12/2014,2138,Flood, , ,0,0,10000,0,PA,EST-5, ,85563,C,3,PBZ,0,0,Law Enforcement,Heavy Rain, , ,0,N,1,SW,RENTON,40.5,-79.75,40.4938,-79.7377,466
516855,ALLEGHENY CO.,WILKINS TOWNSHIP,06/13/2014,1730,Flood, , ,0,0,3000,0,PA,EST-5, ,85564,C,3,PBZ,0,0,Law Enforcement,Heavy Rain, , ,0,W,0,W,WILKINS TOWNSHIP,40.4495,-79.8274,40.4495,-79.827,467
516857,ALLEGHENY CO.,DRAVOSBURG,06/13/2014,1740,Flood, , ,0,0,1000,0,PA,EST-5, ,85564,C,3,PBZ,0,0,Law Enforcement,Heavy Rain, , ,0,E,1,E,DRAVOSBURG,40.351,-79.8908,40.3509,-79.8904,468
516859,ALLEGHENY CO.,MC KEESPORT,06/13/2014,1741,Flood, , ,0,0,1000,0,PA,EST-5, ,85564,C,3,PBZ,0,0,Law Enforcement,Heavy Rain, , ,1,S,1,S,MC KEESPORT,40.3138,-79.8298,40.3132,-79.8293,469
516861,ALLEGHENY CO.,RIVERTON,06/13/2014,1750,Flood, , ,0,0,1000,0,PA,EST-5, ,85564,C,3,PBZ,0,0,Law Enforcement,Heavy Rain, , ,1,NNE,1,NNE,RIVERTON,40.3598,-79.8456,40.3604,-79.8445,470
516937,ALLEGHENY CO.,CLINTON,06/18/2014,2040,Thunderstorm Wind,50.00, ,0,0,1000,0,PA,EST-5,EG,85569,C,3,PBZ,0,0,NWS Employee, , , ,1,SE,1,SE,CLINTON,40.49,-80.29,40.49,-80.29,471
516938,ALLEGHENY CO.,IMPERIAL,06/18/2014,2043,Thunderstorm Wind,50.00, ,0,0,5000,0,PA,EST-5,EG,85569,C,3,PBZ,0,0,Trained Spotter, , , ,1,S,1,S,IMPERIAL,40.43,-80.25,40.43,-80.25,472
516943,ALLEGHENY CO.,SYGAN,06/18/2014,2052,Thunderstorm Wind,50.00, ,0,0,5000,0,PA,EST-5,EG,85569,C,3,PBZ,0,0,Social Media, , , ,1,E,1,E,SYGAN,40.35,-80.11,40.35,-80.11,473
516939,ALLEGHENY CO.,LINHART,06/18/2014,2105,Thunderstorm Wind,50.00, ,0,0,3000,0,PA,EST-5,EG,85569,C,3,PBZ,0,0,Emergency Manager, , , ,1,N,1,N,LINHART,40.44,-79.82,40.44,-79.82,474
516930,ALLEGHENY CO.,ROSEDALE,06/18/2014,2106,Thunderstorm Wind,50.00, ,0,0,10000,0,PA,EST-5,EG,85569,C,3,PBZ,0,0,Emergency Manager, , , ,1,W,1,W,ROSEDALE,40.48,-79.83,40.48,-79.83,475
517145,ALLEGHENY CO.,BON MEADE,06/24/2014,1730,Thunderstorm Wind,74.00, ,0,0,100000,0,PA,EST-5,EG,85601,C,3,PBZ,0,0,NWS Storm Survey, , , ,1,N,1,WNW,ANDERSON RD,40.56,-80.248,40.5749,-80.2354,476
517140,ALLEGHENY CO.,NATRONA,06/24/2014,1805,Thunderstorm Wind,50.00, ,0,0,10000,0,PA,EST-5,EG,85601,C,3,PBZ,0,0,Emergency Manager, , , ,0,N,0,N,NATRONA,40.62,-79.73,40.62,-79.73,477
517139,ALLEGHENY CO.,TARENTUM REMICH ARPT,06/24/2014,1805,Thunderstorm Wind,50.00, ,0,0,10000,0,PA,EST-5,EG,85601,C,3,PBZ,0,0,Emergency Manager, , , ,1,ENE,1,ENE,TARENTUM REMICH ARPT,40.61,-79.8,40.61,-79.8,478
517138,ALLEGHENY CO.,BRACKENRIDGE,06/24/2014,1805,Thunderstorm Wind,50.00, ,0,0,10000,0,PA,EST-5,EG,85601,C,3,PBZ,0,0,Emergency Manager, , , ,1,SW,1,SW,BRACKENRIDGE,40.61,-79.76,40.61,-79.76,479
517165,ALLEGHENY CO.,ROOK,06/28/2014,1934,Flash Flood, , ,0,0,5000,0,PA,EST-5, ,85631,C,3,PBZ,0,0,Law Enforcement,Heavy Rain, , ,1,SSW,1,SSW,ROOK,40.3912,-80.0738,40.391,-80.0736,480
517166,ALLEGHENY CO.,HEIDELBURG,06/28/2014,2000,Flash Flood, , ,0,0,15000,0,PA,EST-5, ,85631,C,3,PBZ,0,0,Fire Department/Rescue,Heavy Rain, , ,0,N,0,SSW,GLENDALE,40.4,-80.1,40.3969,-80.102,481
517164,ALLEGHENY CO.,CARNEGIE,06/28/2014,2019,Flash Flood, , ,0,0,10000,0,PA,EST-5, ,85631,C,3,PBZ,0,0,Law Enforcement,Heavy Rain, , ,1,SSE,0,SSE,CARNEGIE,40.4129,-80.0763,40.4144,-80.0755,482
517163,ALLEGHENY CO.,CARNEGIE,06/28/2014,2022,Flash Flood, , ,0,0,10000,0,PA,EST-5, ,85631,C,3,PBZ,0,0,Law Enforcement,Heavy Rain, , ,1,S,1,WNW,ROOK,40.4122,-80.0803,40.4051,-80.0847,483
533566,ALLEGHENY CO.,MILLERSTOWN,07/08/2014,1345,Thunderstorm Wind,50.00, ,0,0,2000,0,PA,EST-5,EG,88462,C,3,PBZ,0,0,911 Call Center, , , ,1,W,1,W,MILLERSTOWN,40.65,-79.81,40.65,-79.81,484
533615,ALLEGHENY CO.,LIBRARY,07/13/2014,1535,Thunderstorm Wind,50.00, ,0,0,15000,0,PA,EST-5,EG,88467,C,3,PBZ,0,0,State Official, , , ,1,E,1,E,LIBRARY,40.3,-80.02,40.3,-80.02,485
533616,ALLEGHENY CO.,ELIZABETH,07/13/2014,1545,Thunderstorm Wind,50.00, ,0,0,15000,0,PA,EST-5,EG,88467,C,3,PBZ,0,0,State Official, , , ,1,W,1,W,ELIZABETH,40.27,-79.89,40.27,-79.89,486
533617,ALLEGHENY CO.,BLAINE HILL,07/13/2014,1550,Thunderstorm Wind,50.00, ,0,0,2000,0,PA,EST-5,EG,88467,C,3,PBZ,0,0,State Official, , , ,1,WNW,1,WNW,BLAINE HILL,40.279,-79.8545,40.279,-79.8545,487
533618,ALLEGHENY CO.,CLAIRTON,07/13/2014,1550,Thunderstorm Wind,50.00, ,0,0,25000,0,PA,EST-5,EG,88467,C,3,PBZ,0,0,State Official, , , ,1,E,1,E,CLAIRTON,40.3,-79.89,40.3,-79.89,488
533619,ALLEGHENY CO.,EHAMA,07/13/2014,1555,Thunderstorm Wind,50.00, ,0,0,5000,0,PA,EST-5,EG,88467,C,3,PBZ,0,0,State Official, , , ,1,E,1,E,EHAMA,40.25,-79.91,40.25,-79.91,489
533620,ALLEGHENY CO.,COULTER,07/13/2014,1555,Thunderstorm Wind,50.00, ,0,0,5000,0,PA,EST-5,EG,88467,C,3,PBZ,0,0,State Official, , , ,0,N,0,N,COULTER,40.3,-79.8,40.3,-79.8,490
533621,ALLEGHENY CO.,COULTER,07/13/2014,1555,Thunderstorm Wind,50.00, ,0,0,15000,0,PA,EST-5,EG,88467,C,3,PBZ,0,0,State Official, , , ,1,NW,1,NW,COULTER,40.3073,-79.8101,40.3073,-79.8101,491
533724,ALLEGHENY CO.,BRENTWOOD,08/03/2014,854,Flood, , ,0,0,1000,0,PA,EST-5, ,88496,C,3,PBZ,0,0,Trained Spotter,Heavy Rain, , ,2,WNW,2,NW,BRENTWOOD,40.3836,-79.9971,40.3829,-79.9951,492
533725,ALLEGHENY CO.,DORMONT,08/03/2014,905,Flood, , ,0,0,25000,0,PA,EST-5, ,88496,C,3,PBZ,0,0,State Official,Heavy Rain, , ,1,ENE,2,ENE,DORMONT,40.4092,-80.0066,40.4106,-80.0049,493
533726,ALLEGHENY CO.,PORT VUE,08/03/2014,915,Flood, , ,0,0,1000,0,PA,EST-5, ,88496,C,3,PBZ,0,0,State Official,Heavy Rain, , ,0,WNW,0,W,PORT VUE,40.3506,-79.8728,40.3505,-79.8736,494
533727,ALLEGHENY CO.,WILKINS TOWNSHIP,08/03/2014,1014,Flood, , ,0,0,10000,0,PA,EST-5, ,88496,C,3,PBZ,0,0,Emergency Manager,Heavy Rain, , ,1,SSE,1,SE,WILKINS TOWNSHIP,40.4437,-79.8147,40.444,-79.8138,495
533756,ALLEGHENY CO.,BON MEADE,08/12/2014,1436,Thunderstorm Wind,50.00, ,0,0,2000,0,PA,EST-5,EG,88500,C,3,PBZ,0,0,State Official, , , ,1,E,1,E,BON MEADE,40.55,-80.24,40.55,-80.24,496
533759,ALLEGHENY CO.,HIGHLAND,08/12/2014,1502,Thunderstorm Wind,50.00, ,0,0,1000,0,PA,EST-5,EG,88500,C,3,PBZ,0,0,Social Media, , , ,2,E,2,E,HIGHLAND,40.55,-80.01,40.55,-80.01,497
533761,ALLEGHENY CO.,MILLVALE,08/12/2014,1506,Thunderstorm Wind,50.00, ,0,0,1000,0,PA,EST-5,EG,88500,C,3,PBZ,0,0,Social Media, , , ,1,W,1,W,MILLVALE,40.48,-79.99,40.48,-79.99,498
533762,ALLEGHENY CO.,MT LEBANON,08/12/2014,1508,Thunderstorm Wind,50.00, ,0,0,5000,0,PA,EST-5,EG,88500,C,3,PBZ,0,0,State Official, , , ,1,ESE,1,ESE,MT LEBANON,40.3727,-80.0047,40.3727,-80.0047,499
533764,ALLEGHENY CO.,CRAFTON,08/12/2014,1510,Thunderstorm Wind,50.00, ,0,0,500,0,PA,EST-5,EG,88500,C,3,PBZ,0,0,Trained Spotter, , , ,1,NE,1,NE,CRAFTON,40.437,-80.0228,40.437,-80.0228,500
